Long_Desc                                                                    DHA
Beets, harvard, canned, solids and liquids                                      
Borage, raw (Borago officinalis)                                                
Borage, cooked, boiled, drained, without salt                                   
Dock, raw (Rumex spp.)                                                          
Dock, cooked, boiled, drained, without salt                                     
Eppaw, raw (Perideridia oregana)                                                
Drumstick pods, raw (Moringa oleifera)                                          
Kale, scotch, raw (Brassica napus (Pabularia Group))                            
Kale, scotch, cooked, boiled, drained, without salt                             
Leeks, (bulb and lower-leaf portion), freeze-dried                              
Parsley, freeze-dried                                                           
Radishes, white icicle, raw (Raphanus sativus)                                  
Sweet potato, canned, syrup pack, drained solids                                
Tomato products, canned, sauce, spanish style                                   
Beans, pinto, mature seeds, sprouted, raw (Phaseolus vulgaris)                  
Beans, pinto, mature seeds, sprouted, cooked, boiled, drained, without          
Seaweed, spirulina, raw (Spirulina spp.)                                        
Potatoes, o'brien, home-prepared                                                
Potatoes, microwaved, cooked in skin, flesh and skin, without salt              
Radish seeds, sprouted, raw (Raphanus sativus)                                  
Tomatoes, yellow, raw (Solanum lycopersicum)                                    
Arrowroot, raw (Maranta arundinacea)                                            
Chrysanthemum leaves, raw (Chrysanthemum coronarium)                            
Amaranth leaves, cooked, boiled, drained, with salt                             
Arrowhead, cooked, boiled, drained, with salt                                   
Artichokes, (globe or french), cooked, boiled, drained, with salt               
Artichokes, (globe or french), frozen, cooked, boiled, drained, with s          
Asparagus, canned, no salt added, solids and liquids                            
Asparagus, frozen, cooked, boiled, drained, with salt                           
Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, with           
Balsam-pear (bitter gourd), pods, cooked, boiled, drained, with salt            
Bamboo shoots, cooked, boiled, drained, with salt                               
Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, with s          
Lima beans, immature seeds, cooked, boiled, drained, with salt                  
Lima beans, immature seeds, frozen, baby, cooked, boiled, drained, wit          
Lima beans, immature seeds, frozen, fordhook, cooked, boiled, drained,          
Beans, navy, mature seeds, sprouted, cooked, boiled, drained, with sal          
Beans, pinto, immature seeds, frozen, cooked, boiled, drained, with sa          
Beans, pinto, mature seeds, sprouted, cooked, boiled, drained, with sa          
Beans, snap, yellow, raw (Phaseolus vulgaris)                                   
Beans, snap, green, cooked, boiled, drained, with salt                          
Beans, snap, yellow, cooked, boiled, drained, with salt                         
Beans, snap, green, canned, no salt added, solids and liquids                   
Beans, snap, yellow, canned, regular pack, solids and liquids                   
Beans, snap, yellow, canned, no salt added, solids and liquids                  
Beans, snap, yellow, frozen, cooked, boiled, drained, with salt                 
Beets, cooked, boiled. drained, with salt                                       
Beet greens, cooked, boiled, drained, with salt                                 
Borage, cooked, boiled, drained, with salt                                      
Broadbeans, immature seeds, cooked, boiled, drained, with salt (Vicia           
Broccoli, leaves, raw                                                           
Broccoli, flower clusters, raw                                                  
Broccoli, stalks, raw                                                           
Broccoli, cooked, boiled, drained, with salt                                    
Broccoli, frozen, chopped, cooked, boiled, drained, with salt                   
Broccoli, frozen, spears, cooked, boiled, drained, with salt                    
Brussels sprouts, cooked, boiled, drained, with salt                            
Brussels sprouts, frozen, cooked, boiled, drained, with salt                    
Burdock root, cooked, boiled, drained, with salt                                
Butterbur, cooked, boiled, drained, with salt                                   
Cabbage, common (danish, domestic, and pointed types), freshly harvest          
Cabbage, common (danish, domestic, and pointed types), stored, raw              
Cabbage, red, cooked, boiled, drained, with salt                                
Cabbage, savoy, cooked, boiled, drained, with salt                              
Cabbage, chinese (pak-choi), cooked, boiled, drained, with salt                 
Cabbage, chinese (pe-tsai), cooked, boiled, drained, with salt                  
Cardoon, cooked, boiled, drained, with salt                                     
Carrots, canned, no salt added, drained solids                                  
Cauliflower, cooked, boiled, drained, with salt                                 
Cauliflower, frozen, cooked, boiled, drained, with salt                         
Celeriac, cooked, boiled, drained, with salt                                    
Celery, cooked, boiled, drained, with salt                                      
Chard, swiss, cooked, boiled, drained, with salt                                
Chrysanthemum, garland, cooked, boiled, drained, with salt                      
Collards, frozen, chopped, cooked, boiled, drained, with salt                   
Corn, sweet, yellow, canned, cream style, no salt added                         
Corn, sweet, yellow, canned, vacuum pack, no salt added                         
Corn, sweet, yellow, frozen, kernels, cut off cob, boiled, drained, wi          
Corn, sweet, yellow, frozen, kernels on cob, cooked, boiled, drained,           
Cowpeas (blackeyes), immature seeds, cooked, boiled, drained, with sal          
Cowpeas (blackeyes), immature seeds, frozen, cooked, boiled, drained,           
Cowpeas, young pods with seeds, cooked, boiled, drained, with salt              
Cowpeas, leafy tips, cooked, boiled, drained, with salt                         
Cress, garden, cooked, boiled, drained, with salt                               
Dandelion greens, cooked, boiled, drained, with salt                            
Eggplant, cooked, boiled, drained, with salt                                    
Gourd, white-flowered (calabash), cooked, boiled, drained, with salt            
