|NDB_No|FdGrp_Cd|Long_Desc|SE
4050|13899|1300|"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, select, cooked, braised"|32.5
4043|13892|1300|"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, braised"|32.5
4093|13950|1300|"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, select, cooked, braised"|32.5
7669|23626|1300|"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8""fat, choice, cooked, broiled"|32.5
1088|5623|500|Emu, fan fillet, raw (Dromaius novaehollandiae)|32.5
5733|18227|1800|Crackers, rye, wafers, seasoned|32.5
1091|5626|500|Emu, full rump, raw (Dromaius novaehollandiae)|32.5
3896|13453|1300|"Beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, select, cooked, broiled"|32.4
4047|13896|1300|"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled"|32.4
3810|13350|700|Beef, cured, dried|32.4
4558|15077|1500|Fish, salmon, chinook, smoked|32.4
8235|32002|2200|Rice and vermicelli mix, rice pilaf flavor, unprepared|32.4
5312|17214|1700|Lamb, variety meats and by-products, spleen, raw|32.4
1285|6128|600|Soup, chicken noodle, dry, mix|32.4
2675|10228|1000|Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean only, raw|32.4
6957|21476|2100|DIGIORNO Pizza, pepperoni topping, cheese stuffed crust, frozen, baked|32.4
2651|10204|1000|Pork, fresh, loin, country-style ribs, separable lean and fat, raw|32.3
3935|13502|1300|"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled"|32.3
3282|11625|1100|Parsley, freeze-dried|32.3
3803|13343|1300|"Beef, brisket, flat half, separable lean only, trimmed to 0"" fat, choice, cooked, braised"|32.3
7153|23063|1300|"Beef, round, outside round, bottom round, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw"|32.3
3812|13352|1300|"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean only, trimmed to 0"" fat, choice, cooked, grilled"|32.3
7591|23533|1300|"Beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled"|32.2
7348|23268|1300|"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled"|32.2
7206|23116|1300|"Beef, chuck, under blade steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised"|32.2
2640|10193|1000|Pork, fresh, backribs, separable lean and fat, cooked, roasted|32.2
7181|23091|1300|Beef, chuck for stew, separable lean and fat, select, cooked, braised|32.2
4610|15132|1500|Fish, whiting, mixed species, raw (Gadidae)|32.1
6946|21465|2100|Fast Foods, Fried Chicken, Drumstick, meat only, skin and breading removed|32.1
6571|20118|2000|Noodles, flat, crunchy, Chinese restaurant|32.1
2782|10956|1000|Pork, loin, leg cap steak, boneless, separable lean and fat, cooked, broiled|32.1
2004|8554|800|Cereals ready-to-eat, POST SELECTS Maple Pecan Crunch|32.1
2641|10194|1000|Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean and fat, raw|32.0
128|1140|100|Egg, quail, whole, fresh, raw|32.0
7347|23267|1300|"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled"|32.0
7346|23266|1300|"Beef, ribeye cap steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled"|32.0
6813|21288|2100|"LITTLE CAESARS 14"" Original Round Pepperoni Pizza, Regular Crust"|32.0
7583|23516|1300|"Beef, shoulder steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled"|32.0
2738|10910|1000|Pork, cured, ham -- water added, slice, bone-in, separable lean and fat, unheated|32.0
4048|13897|1300|"Beef, round, top round, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, pan-fried"|32.0
7129|23039|1300|"Beef, chuck, shoulder clod, shoulder top and center steaks, separable lean and fat, trimmed to 0"" fat, select, raw"|32.0
8629|42297|800|Cereals ready-to-eat, POST GREAT GRAINS Banana Nut Crunch|32.0
5289|17191|1700|Lamb, variety meats and by-products, heart, raw|32.0
6924|21433|2100|KFC, Fried Chicken, EXTRA CRISPY, Wing, meat only, skin and breading removed|31.9
7207|23117|1300|"Beef, chuck, under blade steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised"|31.9
6588|20139|2000|Wheat, KAMUT khorasan, cooked (Triticum turgidum subsp. turanicum (Jakubz.))|31.9
7196|23106|1300|"Beef, chuck, under blade center steak, boneless, Denver Cut, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled"|31.9
7217|23127|1300|"Beef, chuck, short ribs, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised"|31.9
7691|23654|1300|"Beef, flank, steak, separable lean only, trimmed to 0"" fat, all grades, cooked, broiled"|31.9
4013|13862|1300|"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled"|31.9
7679|23636|1300|"Beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, select, raw"|31.9
3894|13451|1300|"Beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled"|31.9
1200|5746|500|Chicken, broiler or fryers, breast, skinless, boneless, meat only, cooked, braised|31.9
5838|18351|1800|Rolls, hamburger or hotdog, mixed-grain|31.8
8537|36608|3600|CRACKER BARREL, grilled sirloin steak|31.8
7126|23036|1300|"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, select, raw"|31.8
7307|23227|1300|"Beef, rib eye steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled"|31.8
5768|18265|1800|English muffins, wheat, toasted|31.8
7647|23604|1300|"Beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, all grades, cooked"|31.7
3838|13381|1300|"Beef, chuck, under blade pot roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, braised"|31.7
7225|23135|1300|"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, braised"|31.7
5159|17061|1700|"Lamb, domestic, cubed for stew or kabob (leg and shoulder), separable lean only, trimmed to 1/4"" fat, cooked, broiled"|31.7
4044|13893|1300|"Beef, round, top round steak, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, broiled"|31.7
4515|15034|1500|Fish, haddock, cooked, dry heat|31.7
5116|17018|1700|"Lamb, domestic, leg, shank half, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted"|31.7
7599|23554|1300|"Beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled"|31.7
629|3996|300|Babyfood, Multigrain whole grain cereal, dry fortified|31.7
2510|10032|1000|Pork, fresh, loin, blade (chops or roasts), bone-in, separable lean only, raw|31.6
1642|7028|700|Ham, sliced, packaged (96% fat free, water added)|31.6
2673|10226|1000|Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, raw|31.6
1949|8389|800|Cereals ready-to-eat, KASHI 7 Whole Grain Honey Puffs|31.6
2022|8584|800|Cereals ready-to-eat, KELLOGG'S SPECIAL K Chocolatey Delight|31.6
4623|15145|1500|Crustaceans, crayfish, mixed species, wild, raw (Astacus, Orconectes, and Procambarus spp.)|31.6
5147|17049|1700|"Lamb, domestic, shoulder, arm, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled"|31.5
3860|13408|1300|"Beef, round, bottom round, roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted"|31.5
1090|5625|500|Emu, flat fillet, raw (Dromaius novaehollandiae)|31.5
3895|13452|1300|"Beef, top sirloin, steak, separable lean and fat, trimmed to 0"" fat, choice, cooked, broiled"|31.5
3926|13493|1300|"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled"|31.5
7133|23043|1300|"Beef, chuck, shoulder clod, top blade, steak, separable lean and fat, trimmed to 0"" fat, select, raw"|31.5
1183|5728|500|Turkey, thigh, from whole bird, meat only, with added solution, roasted|31.4
1195|5741|500|Turkey, thigh, from whole bird, meat only, roasted|31.4
6812|21287|2100|"LITTLE CAESARS 14"" Original Round Cheese Pizza, Regular Crust"|31.4
1180|5725|500|Turkey, drumstick, from whole bird, meat only, with added solution, roasted|31.4
7120|23030|1300|"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0"" fat, choice, raw"|31.4
3933|13500|1300|"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled"|31.4
1118|5663|500|Ground turkey, fat free, pan-broiled crumbles|31.4
3875|13425|1300|"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted"|31.4
4108|13969|1300|"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled"|31.4
1150|5695|500|Turkey, dark meat, meat only, with added solution, cooked, roasted|31.4
3886|13443|1300|"Beef, loin, tenderloin steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled"|31.4
1093|5628|500|Emu, inside drum, raw (Dromaius novaehollandiae)|31.4
7145|23055|1300|"Beef, round, knuckle, tip side, steak, separable lean and fat, trimmed to 0"" fat, all grades, raw"|31.4
1008|5188|500|Turkey, from whole, dark meat, cooked, roasted|31.4
7662|23619|1300|"Beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, choice, cooked, roasted"|31.4
4564|15083|1500|Fish, salmon, pink, raw (Oncorhynchus gorbuscha (Walbaum))|31.4
8120|28318|1800|Bread, french or vienna, whole wheat|31.4
1018|5216|500|Turkey, back, from whole bird, meat only, roasted|31.4
1883|8200|800|Cereals, QUAKER, QUAKER MultiGrain Oatmeal, dry|31.3
1677|7069|700|Salami, cooked, beef and pork|31.3
1770|7976|700|Sausage, chicken or turkey, Italian style,  lower sodium|31.3
7122|23032|1300|"Beef, round, knuckle, tip side, steak, separable lean and fat , trimmed to 0"" fat, select, raw"|31.3
8129|28327|1800|Crackers, water biscuits|31.3
7338|23258|1300|"Beef, loin, top sirloin filet, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled"|31.3
3823|13364|1300|"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, all grades, cooked"|31.3
5139|17041|1700|"Lamb, domestic, shoulder, whole (arm and blade), separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled"|31.3
6771|21245|2100|WENDY'S, Ultimate Chicken Grill Sandwich|31.3
2556|10078|1000|Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised|31.2
7628|23585|1300|"Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, select, raw"|31.2
3755|13070|1300|"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, cooked, broiled"|31.2
3934|13501|1300|"Beef, shoulder top blade steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled"|31.2
4090|13946|1300|"Beef, shoulder steak, boneless, separable lean only, trimmed to 0"" fat, select, cooked, grilled"|31.2
5865|18384|1800|Bread, rice bran, toasted|31.2
6941|21459|2100|POPEYES, Fried Chicken, Mild, Wing, meat and skin with breading|31.2
2592|10119|1000|Pork, fresh, variety meats and by-products, stomach, raw|31.1
7678|23635|1300|"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, select, raw"|31.1
1038|5306|500|Ground turkey, cooked|31.1
5246|17148|1700|Bison, ground, grass-fed, cooked (Bison bison)|31.1
1147|5692|500|Chicken, dark meat, thigh, meat and skin, with added solution, cooked, roasted|31.1
3874|13424|1300|"Beef, round, tip round, roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted"|31.1
7290|23200|1300|"Beef, rib eye roast, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, select, cooked, roasted"|31.0
5614|18070|1800|Bread, white, commercially prepared, toasted|31.0
1178|5723|500|Turkey, retail parts, drumstick, meat only, cooked, roasted|31.0
4051|13900|1300|"Beef, round, top round, steak, separable lean and fat, trimmed to 1/8"" fat, select, cooked, broiled"|31.0
8383|35153|3500|Fish, salmon, king (chinook), raw (Alaska Native)|31.0
5131|17033|1700|"Lamb, domestic, rib, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled"|31.0
5612|18066|1800|Bread, wheat bran|31.0
5565|18005|1800|Bagels, cinnamon-raisin|31.0
7167|23077|1300|"Beef, chuck eye steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled"|31.0
5608|18060|1800|Bread, rye|30.9
7592|23536|1300|"Beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled"|30.9
3862|13411|1300|"Beef, round, bottom round, roast, separable lean only, trimmed to 0"" fat, choice, cooked, roasted"|30.9
5155|17057|1700|"Lamb, domestic, shoulder, blade, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled"|30.9
6816|21291|2100|"LITTLE CAESARS 14"" Pepperoni Pizza, Large Deep Dish Crust"|30.9
6922|21431|2100|KFC, Fried Chicken, EXTRA CRISPY, Drumstick, meat only, skin and breading removed|30.9
7780|27035|600|Soup, ramen noodle, dry, any flavor, reduced fat, reduced sodium|30.9
2534|10056|1000|Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean only, raw|30.9
4121|13985|1300|"Beef, loin, bottom sirloin butt, tri-tip roast, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted"|30.9
3828|13369|1300|"Beef, brisket, flat half, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised"|30.9
6917|21426|2100|KFC, Fried Chicken, ORIGINAL RECIPE, Drumstick, meat only, skin and breading removed|30.9
3754|13069|1300|"Beef, flank, steak, separable lean only, trimmed to 0"" fat, choice, cooked, braised"|30.8
2538|10060|1000|Pork, fresh, loin, tenderloin, separable lean only, raw|30.8
1134|5679|500|Chicken, dark meat, drumstick, meat only, with added solution, cooked, roasted|30.8
7124|23034|1300|"Beef, chuck, shoulder clod, shoulder tender, medallion, separable lean and fat, trimmed to 0"" fat, choice, raw"|30.8
3924|13491|1300|"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled"|30.8
7189|23099|1300|"Beef, chuck, under blade pot roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised"|30.8
7627|23584|1300|"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, select, raw"|30.8
117|1129|100|Egg, whole, cooked, hard-boiled|30.8
5120|17022|1700|"Lamb, domestic, leg, sirloin half, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted"|30.8
7680|23637|1300|"Beef, round, bottom round, roast, separable lean only, trimmed to 1/8"" fat, select, raw"|30.8
2639|10192|1000|Pork, fresh, backribs, separable lean and fat, raw|30.7
988|5168|500|Turkey, whole, meat only, cooked, roasted|30.7
1166|5711|500|Turkey, retail parts, breast, meat only, cooked, roasted|30.7
111|1123|100|Egg, whole, raw, fresh|30.7
5626|18085|1800|Bread stuffing, cornbread, dry mix, prepared|30.7
3824|13365|1300|"Beef, composite of trimmed retail cuts, separable lean only, trimmed to 0"" fat, choice, cooked"|30.7
4721|15244|1500|Mollusks, oyster, eastern, wild, cooked, dry heat|30.7
1160|5705|500|Turkey, whole, meat only, with added solution, roasted|30.7
6646|20652|2000|Pasta, whole grain, 51% whole wheat, remaining enriched semolina, cooked|30.7
7224|23134|1300|"Beef, chuck eye Country-Style ribs, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, braised"|30.7
4102|13959|1300|"Beef, round, top round steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled"|30.7
3942|13598|1300|"Beef, shoulder top blade steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled"|30.7
1168|5713|500|Turkey, retail parts, wing, meat only, cooked, roasted|30.6
4635|15157|1500|Mollusks, clam, mixed species, raw (Lamellibranchia)|30.6
2767|10940|1000|Pork, fresh, spareribs, separable lean and fat, cooked, roasted|30.6
8462|36011|3600|T.G.I. FRIDAY'S, classic sirloin steak (10 oz)|30.6
7135|23045|1300|"Beef, round, knuckle, tip center, steak, separable lean and fat, trimmed to 0"" fat, choice, raw"|30.6
119|1131|100|Egg, whole, cooked, poached|30.6
5106|17008|1700|"Lamb, domestic, foreshank, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised"|30.6
1055|5326|500|Chicken breast tenders, breaded, cooked, microwaved|30.6
1072|5348|500|Chicken, broilers or fryers, breast, meat and skin, cooked, rotisserie, original seasoning|30.6
5564|18003|1800|Bagels, egg|30.6
5327|17229|1700|"Lamb, domestic, foreshank, separable lean and fat, trimmed to 1/8"" fat, cooked, braised"|30.6
8396|35168|3500|Fish, salmon, king, with skin, kippered, (Alaska Native)|30.5
1086|5621|500|Emu, ground, raw (Dromaius novaehollandiae)|30.5
